age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
50.0,technician,married,tertiary,no,1347.0,yes,yes,unknown,12.0,jun,582.0,1.0,-1.0,0.0,unknown,no
24.0,blue-collar,single,secondary,no,1421.0,yes,no,cellular,18.0,may,209.0,2.0,-1.0,0.0,unknown,no
48.0,unemployed,married,secondary,no,1811.0,yes,no,telephone,31.0,jul,135.0,3.0,-1.0,0.0,unknown,no
41.0,management,single,tertiary,no,120.0,no,yes,cellular,24.0,mar,81.0,1.0,49.0,3.0,other,no
41.0,unemployed,married,secondary,no,277.0,yes,no,cellular,12.0,may,152.0,3.0,351.0,2.0,failure,no
39.0,services,married,secondary,no,1099.0,no,no,cellular,29.0,jan,211.0,2.0,245.0,6.0,failure,no
56.0,self-employed,single,secondary,yes,27680.853517277334,no,no,unknown,15.0,jun,875.0,29.555805774781543,-1.0,0.0,other,yes
50.0,unemployed,married,secondary,no,36221.0,no,no,cellular,21.0,nov,13.0,2.0,-1.0,0.0,unknown,no
26.0,student,divorced,secondary,no,74229.20836991239,yes,no,unknown,1.0,jan,194.0,45.73420160930161,119.0,1.0,success,yes
28.0,entrepreneur,divorced,secondary,yes,30237.239023236107,yes,no,telephone,8.080804965382121,jul,1124.0,48.6466889234983,-1.0,0.0,unknown,yes
36.0,self-employed,married,tertiary,no,19.0,no,no,unknown,5.0,may,189.0,2.0,-1.0,0.0,unknown,no
28.0,student,single,secondary,no,197.0,yes,no,cellular,12.0,may,32.0,1.0,-1.0,0.0,unknown,no
57.0,admin.,married,tertiary,no,46.0,no,no,cellular,7.0,aug,238.0,2.0,-1.0,0.0,unknown,no
47.0,technician,married,unknown,yes,79732.9782518287,yes,no,unknown,16.474529009316303,aug,2521.6832852318375,2.0,-1.0,34.34244794052178,other,yes
32.0,self-employed,married,primary,no,16578.406624867555,yes,no,cellular,18.0,nov,482.0,8.864114301097135,-1.0,22.136187545412213,unknown,yes
45.0,admin.,married,secondary,no,1435.0,yes,no,cellular,11.0,aug,201.0,1.0,103.0,1.0,failure,no
42.91600247246713,unemployed,married,secondary,no,796.0,yes,no,cellular,14.277303779098682,oct,427.0,16.226782304354245,574.9527535739585,2.0,success,yes
35.0,technician,divorced,primary,yes,-3192.8378103194045,no,yes,telephone,11.0,aug,222.0,3.0,182.0,42.72342543632831,success,yes
57.0,admin.,married,secondary,yes,4391.0,no,yes,telephone,4.0,feb,1416.0,26.147651839165146,301.3391630866652,52.994934203493536,unknown,yes
46.0,technician,divorced,secondary,no,-824.0,yes,no,cellular,7.0,aug,429.0,3.0,-1.0,0.0,unknown,yes
54.128283838743044,self-employed,single,primary,no,3436.0,yes,yes,cellular,21.0,jan,663.0,4.0,-1.0,0.0,unknown,yes
56.0,blue-collar,married,secondary,yes,55219.143665663454,no,no,telephone,5.339784902403061,may,382.0,2.0,-1.0,0.0,unknown,yes
30.0,unemployed,divorced,unknown,no,232.0,yes,yes,cellular,26.216446169782838,jul,219.0,29.848872934304545,91.0,1.0,success,yes
36.0,admin.,single,tertiary,no,649.0,no,no,cellular,19.0,nov,224.0,1.0,111.0,1.0,other,no
59.0,blue-collar,married,primary,no,625.0,no,no,cellular,9.0,jul,133.0,1.0,-1.0,0.0,unknown,no
36.0,services,married,secondary,no,11650.0,yes,no,telephone,29.0,jul,268.0,1.0,-1.0,0.0,unknown,yes
50.0,retired,married,tertiary,no,4.0,yes,yes,cellular,11.0,may,67.0,1.0,-1.0,0.0,unknown,no
74.16914848616778,services,married,primary,no,16908.058228178998,yes,yes,unknown,23.0,dec,1782.6642176155544,15.214224046377929,203.0,1.0,other,yes
42.0,services,married,secondary,no,2993.0,yes,no,unknown,19.0,may,136.0,2.0,-1.0,0.0,unknown,no
27.0,admin.,divorced,secondary,no,112.0,yes,no,unknown,19.0,may,104.0,1.0,-1.0,0.0,unknown,no
56.0,self-employed,married,secondary,no,445.0,no,no,cellular,7.0,aug,59.0,2.0,-1.0,0.0,unknown,no
43.0,management,married,tertiary,no,1059.0,no,yes,cellular,1.0,jun,335.0,2.0,-1.0,0.0,unknown,yes
52.0,services,married,secondary,no,2257.0,yes,no,unknown,14.0,may,203.0,1.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,tertiary,no,65294.64894130752,yes,no,cellular,25.47447132987049,sep,248.0,1.0,458.3239123883169,12.993412098222127,success,yes
30.0,unemployed,single,secondary,no,2424.0,no,no,cellular,12.0,nov,110.0,1.0,279.0,1.0,failure,yes
52.0,management,married,tertiary,no,2063.0,yes,no,cellular,17.0,nov,114.0,1.0,-1.0,0.0,unknown,no
44.0,services,single,secondary,no,618.0,no,no,cellular,12.0,may,193.0,1.0,-1.0,0.0,unknown,yes
23.833587964585718,admin.,single,unknown,yes,146.0,no,no,telephone,30.327718681431083,may,670.0,22.92868055918847,805.4387091754107,1.0,failure,yes
53.0,technician,married,tertiary,no,480.0,no,no,cellular,6.0,aug,648.0,19.838369607818084,-1.0,0.0,unknown,yes
64.84391026671719,unemployed,married,tertiary,no,2351.0,yes,no,cellular,27.666311640177298,mar,80.0,48.99245089170189,693.0546426599848,28.85121775674871,success,yes
44.0,technician,married,secondary,no,296.0,yes,yes,unknown,5.0,jun,169.0,1.0,-1.0,0.0,unknown,no
80.0,retired,divorced,primary,yes,69535.98367641213,yes,yes,telephone,27.56490482802827,nov,290.0,1.0,93.0,2.0,other,yes
78.41946481330356,technician,married,primary,no,387.0,yes,no,cellular,20.0,nov,2857.110599086443,1.0,82.0,1.0,success,yes
43.0,self-employed,married,secondary,yes,65055.08553648979,no,no,cellular,3.0655048591216243,aug,704.1183016988559,2.0,182.0,29.136269854911646,unknown,yes
32.0,admin.,married,secondary,no,-540.0,yes,yes,unknown,30.0,may,53.0,7.0,-1.0,0.0,unknown,no
57.51241418735972,management,single,tertiary,yes,70729.39865550514,no,yes,cellular,26.626348739992054,aug,179.0,20.73385760649469,451.06721254102865,2.0,unknown,yes
50.0,admin.,married,secondary,no,-195.0,no,no,cellular,22.0,aug,119.0,4.0,-1.0,0.0,unknown,no
33.0,admin.,divorced,primary,yes,-2302.2462375234245,no,no,unknown,13.0,aug,562.0,1.0,552.7733027774376,24.18166193743918,other,yes
55.0,blue-collar,married,primary,no,3873.0,no,no,telephone,21.0,apr,222.0,1.0,-1.0,0.0,unknown,no
33.0,unemployed,divorced,primary,yes,77470.21384899801,no,yes,unknown,13.0,aug,1346.0,5.824074091759289,635.4809314380842,44.518424335126085,other,yes
27.0,admin.,married,tertiary,no,174.0,yes,yes,cellular,11.0,aug,82.0,2.0,-1.0,0.0,unknown,no
30.0,blue-collar,single,secondary,no,-61.0,no,no,cellular,29.0,jan,111.0,2.0,196.0,1.0,failure,no
52.0,admin.,divorced,unknown,yes,77634.02952769937,no,no,cellular,8.0,nov,340.0,44.54408310447018,156.0,1.0,success,yes
60.87860938166069,student,divorced,primary,no,13107.0,no,yes,cellular,20.64611126765943,apr,2294.216196085803,37.47000790415533,774.883151275003,2.0,unknown,yes
26.92571383401519,management,divorced,unknown,yes,4623.0,yes,yes,telephone,25.0,feb,305.0,45.1590671234868,572.5717847945014,1.0,success,yes
29.0,blue-collar,single,secondary,no,908.0,yes,no,unknown,20.0,jun,1663.0,1.0,-1.0,0.0,unknown,no
29.0,services,single,secondary,no,-158.0,yes,no,unknown,7.0,may,128.0,2.0,-1.0,0.0,unknown,no
50.0,management,married,tertiary,no,451.0,yes,no,cellular,14.0,may,441.0,3.0,-1.0,0.0,unknown,no
49.0,technician,divorced,secondary,no,3394.0,yes,no,unknown,20.0,jun,14.0,22.0,-1.0,0.0,unknown,no
47.0,blue-collar,married,unknown,no,30.0,no,yes,cellular,23.0,jul,498.0,2.0,-1.0,0.0,unknown,no
87.75895192856699,entrepreneur,married,secondary,yes,74135.08593371126,no,no,telephone,4.0,mar,520.0,1.0,538.5462565464328,42.19969385267467,success,yes
49.0,admin.,divorced,primary,yes,38776.142779778354,no,yes,cellular,9.0,dec,854.0,9.0319275805101,358.6022287081325,50.60827347298934,unknown,yes
31.0,management,single,tertiary,no,6248.0,yes,no,unknown,9.0,may,154.0,2.0,-1.0,0.0,unknown,no
27.74440746743213,technician,married,primary,yes,56390.67685949993,no,yes,cellular,9.0,may,345.0,18.197852169218418,809.2494384304329,41.789676008055444,success,yes
36.0,services,married,primary,no,795.0,no,yes,cellular,8.0,jul,215.0,2.0,-1.0,0.0,unknown,no
41.0,self-employed,divorced,tertiary,no,4418.0,yes,no,cellular,21.0,nov,855.0,3.0,-1.0,0.0,unknown,no
48.0,admin.,married,secondary,no,1096.0,yes,no,unknown,18.0,jun,213.0,5.0,-1.0,0.0,unknown,no
40.0,admin.,married,secondary,no,260.0,yes,yes,cellular,13.0,aug,306.0,21.816537097992605,664.8915033449438,51.17654995592338,success,yes
71.06693893091983,unemployed,single,primary,yes,27418.0877854223,yes,no,unknown,22.599119086554417,jun,1199.0,1.0,472.3781591845595,0.0,unknown,yes
46.0,management,divorced,tertiary,no,4917.0,yes,yes,cellular,31.0,jul,5.0,2.0,-1.0,0.0,unknown,no
62.0,management,married,tertiary,no,7458.0,no,no,cellular,30.0,oct,212.0,2.0,-1.0,0.0,unknown,yes
59.0,retired,divorced,tertiary,no,0.0,yes,no,cellular,17.04408533300333,jul,493.0,2.0,-1.0,4.083208146643593,unknown,yes
39.0,blue-collar,married,secondary,yes,-16.0,no,no,unknown,29.0,may,285.0,2.0,-1.0,0.0,unknown,no
49.72222651696062,unemployed,married,tertiary,yes,3195.0,yes,no,telephone,29.656636924339676,mar,904.0,29.607223998208966,-1.0,40.9964228716672,failure,yes
67.41235400445288,unemployed,married,tertiary,yes,68480.24781412762,yes,no,unknown,30.014427097945227,mar,355.0,36.67823560412306,567.2360655034382,0.0,failure,yes
25.0,admin.,single,tertiary,no,760.0,yes,no,cellular,27.0,feb,58.0,2.0,-1.0,0.0,unknown,no
26.0,admin.,single,secondary,no,125.0,no,no,cellular,6.0,oct,63.0,1.0,63.0,7.0,failure,no
36.0,technician,married,primary,no,15485.0,yes,yes,cellular,26.005558417723016,mar,855.1895950227195,35.61894608640061,642.179512730827,0.0,success,yes
38.0,management,married,tertiary,no,76.0,yes,no,cellular,7.0,jul,196.0,3.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,secondary,no,-302.0,yes,no,unknown,27.0,may,78.0,1.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,secondary,no,5060.0,no,no,unknown,9.0,nov,299.0,1.0,-1.0,0.0,unknown,yes
32.0,technician,single,secondary,no,1995.0,yes,no,cellular,20.0,apr,121.0,1.0,-1.0,0.0,unknown,yes
32.0,management,single,tertiary,no,616.0,yes,no,cellular,21.0,nov,186.0,2.0,109.0,1.0,other,no
49.0,technician,single,secondary,no,1377.0,no,no,cellular,5.0,aug,935.0,1.0,-1.0,0.0,unknown,no
61.85058996155077,self-employed,single,secondary,no,1968.0,yes,no,telephone,11.099154757028533,mar,1817.0,26.651055782455014,-1.0,20.95092578817265,failure,yes
44.0,technician,married,secondary,no,2626.0,yes,no,unknown,14.0,may,567.0,3.0,-1.0,0.0,unknown,no
36.0,services,married,primary,no,0.0,yes,no,unknown,2.0,jun,1036.0,1.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,unknown,no,146.0,yes,no,unknown,15.0,may,483.0,1.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,894.0,no,no,cellular,12.0,aug,312.0,6.0,-1.0,0.0,unknown,no
77.92151970988995,unemployed,divorced,secondary,yes,129.0,no,yes,cellular,28.0,mar,867.0,7.05750240451642,-1.0,16.626902267853595,unknown,yes
40.0,student,single,tertiary,yes,1841.0,no,no,cellular,26.13303238459497,may,880.0,30.372754957061808,-1.0,0.0,other,yes
32.0,services,married,secondary,no,5477.622091244795,no,yes,unknown,3.658808833520184,may,1234.0,3.0,395.031688266012,47.56197810694953,unknown,yes
38.0,admin.,single,secondary,no,626.0,no,no,cellular,2.0,jun,132.0,4.0,-1.0,0.0,unknown,no
57.0,unknown,married,primary,no,1884.0,no,no,telephone,28.0,jun,133.0,4.0,-1.0,0.0,unknown,no
27.561614495280104,management,divorced,tertiary,yes,-3713.8631960930143,yes,yes,cellular,25.950067611869,aug,1810.479393153987,3.0,1.0,2.0,success,yes
35.0,unemployed,single,primary,no,68.0,no,no,cellular,3.0,jul,175.0,1.0,-1.0,0.0,unknown,no
41.0,blue-collar,divorced,secondary,no,38303.15049779717,no,yes,unknown,29.848163396290218,jun,2345.154624481938,3.0,-1.0,36.23026357141715,unknown,yes
42.71399869957439,management,single,tertiary,no,37721.56139517318,yes,no,cellular,17.697577752629456,jun,179.0,32.442494209847105,69.0,28.344703975735825,other,yes
28.0,admin.,single,secondary,no,707.0,yes,no,cellular,25.0,may,226.0,1.0,-1.0,0.0,unknown,yes
91.67483299330773,admin.,single,unknown,no,812.0,no,no,cellular,25.66848945960408,aug,2426.97407958212,19.53372351588456,121.74620992336138,0.0,success,yes
21.196071974599842,management,divorced,secondary,no,461.0,no,no,telephone,4.374811801569148,jul,369.0,45.11721822262719,-1.0,6.3664404516812265,unknown,yes
30.0,student,single,tertiary,no,0.0,no,no,cellular,6.0,feb,10.0,5.0,-1.0,0.0,unknown,no
38.0,housemaid,married,secondary,no,0.0,yes,no,unknown,6.0,may,59.0,3.0,-1.0,0.0,unknown,no
22.0,services,single,secondary,no,395.0,yes,no,unknown,13.0,may,70.0,1.0,-1.0,0.0,unknown,no
23.0,technician,single,tertiary,no,1129.0,yes,no,unknown,28.0,may,806.0,1.0,-1.0,0.0,unknown,no
34.0,management,single,secondary,no,524.0,no,no,unknown,13.0,aug,9.0,1.0,-1.0,0.0,unknown,no
35.0,management,married,tertiary,no,175.0,yes,no,cellular,7.0,aug,257.0,2.0,-1.0,0.0,unknown,no
52.0,blue-collar,married,secondary,no,-519.0,yes,no,unknown,9.0,jun,442.0,8.0,-1.0,0.0,unknown,yes
30.0,self-employed,married,tertiary,yes,-1083.0,yes,no,cellular,6.0,may,401.0,1.0,336.0,2.0,failure,no
33.0,blue-collar,married,secondary,no,640.0,yes,no,cellular,3.0,feb,439.0,3.0,-1.0,0.0,unknown,no
40.0,admin.,married,secondary,no,0.0,yes,yes,cellular,9.0,jul,145.0,1.0,-1.0,0.0,unknown,no
38.0,admin.,single,secondary,no,435.0,no,no,unknown,19.0,jun,117.0,2.0,-1.0,0.0,unknown,no
58.0,management,married,tertiary,no,1602.0,no,no,cellular,21.0,nov,1032.0,10.0,115.0,3.0,failure,no
22.0,blue-collar,single,secondary,no,-7.0,yes,no,cellular,17.0,apr,84.0,1.0,343.0,1.0,other,no
39.0,technician,married,secondary,no,328.0,no,no,unknown,6.0,jun,188.0,7.0,-1.0,0.0,unknown,no
50.0,management,married,primary,no,1458.0,no,no,cellular,28.0,jan,92.0,1.0,-1.0,0.0,unknown,no
58.0,management,married,secondary,no,-382.0,no,no,telephone,5.0,feb,398.0,4.0,189.0,12.0,success,no
37.0,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,21.0,apr,146.0,4.0,-1.0,0.0,unknown,yes
33.0,housemaid,married,tertiary,no,4958.0,yes,no,unknown,20.0,may,434.0,1.0,-1.0,0.0,unknown,no
54.0,self-employed,single,tertiary,no,384.0,no,yes,cellular,27.0,may,200.0,1.0,-1.0,0.0,unknown,yes
84.0,retired,divorced,primary,no,639.0,yes,yes,cellular,5.277177275478685,may,353.0,41.5172438373578,-1.0,47.35516292541345,unknown,yes
27.0,technician,single,secondary,no,204.0,no,no,cellular,28.0,jul,471.0,2.0,-1.0,0.0,unknown,yes
30.0,management,married,tertiary,no,1882.0,yes,no,cellular,11.0,aug,249.0,5.0,-1.0,0.0,unknown,no
32.0,admin.,single,secondary,no,2817.0,yes,no,cellular,21.0,nov,195.0,1.0,-1.0,0.0,unknown,no
27.0,services,single,tertiary,yes,62587.29705692432,yes,yes,unknown,18.0,may,391.0,26.111853695191048,378.6394557317352,22.41084973211154,unknown,yes
42.0,management,married,tertiary,no,251.0,no,no,cellular,20.0,aug,413.0,2.0,-1.0,0.0,unknown,no
32.0,services,single,secondary,no,459.0,yes,no,unknown,8.0,may,202.0,2.0,-1.0,0.0,unknown,no
44.0,unknown,single,tertiary,yes,323.0,no,yes,cellular,12.621977243473326,jan,332.0,13.483448829983175,411.6060557725311,2.0,failure,yes
40.0,admin.,single,secondary,no,-109.0,yes,yes,unknown,6.0,may,170.0,1.0,-1.0,0.0,unknown,no
31.0,technician,married,secondary,no,344.0,yes,no,unknown,7.0,may,123.0,1.0,-1.0,0.0,unknown,no
29.0,management,married,tertiary,no,1441.0,yes,no,cellular,4.0,feb,80.0,2.0,-1.0,0.0,unknown,yes
25.0,student,single,secondary,no,3165.0,no,no,telephone,20.0,oct,251.0,2.0,-1.0,0.0,unknown,no
81.2470977790199,services,single,primary,yes,55338.78716527467,yes,no,telephone,2.0,nov,243.0,46.40855227222372,559.4296889506296,24.307249015278774,failure,yes
52.0,self-employed,married,tertiary,no,2289.0,yes,yes,cellular,21.0,nov,81.0,1.0,-1.0,0.0,unknown,no
41.0,technician,married,secondary,no,-378.0,yes,no,cellular,5.0,feb,361.0,1.0,253.0,2.0,failure,no
45.0,technician,married,tertiary,no,0.0,no,no,cellular,21.0,aug,103.0,2.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,secondary,no,154.0,yes,no,unknown,7.0,may,1138.0,1.0,-1.0,0.0,unknown,no
28.0,management,married,tertiary,no,3516.0,no,no,cellular,17.0,jul,232.0,1.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,620.0,yes,no,cellular,30.0,apr,513.0,1.0,-1.0,0.0,unknown,no
57.0,blue-collar,married,primary,no,5431.0,yes,yes,unknown,6.0,may,383.0,1.0,-1.0,0.0,unknown,no
31.0,management,single,tertiary,no,4319.0,yes,no,cellular,29.0,mar,515.0,2.0,334.0,5.0,failure,no
30.0,management,single,tertiary,no,6495.0,no,no,cellular,30.0,mar,78.0,3.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,secondary,no,1751.0,no,no,cellular,9.0,jul,178.0,2.0,-1.0,0.0,unknown,no
27.0,self-employed,single,secondary,no,643.0,no,no,telephone,13.0,jul,317.0,1.0,-1.0,0.0,failure,yes
45.0,blue-collar,married,secondary,no,534.0,no,no,cellular,27.0,aug,104.0,6.0,-1.0,0.0,unknown,no
38.0,admin.,single,secondary,no,-213.0,yes,yes,cellular,4.0,feb,519.0,1.0,-1.0,0.0,unknown,no
66.97124901935075,management,married,primary,no,16414.195850255885,yes,yes,cellular,8.583677672430563,jun,485.0,39.825898087479885,227.0,40.329937925203595,failure,yes
56.0,technician,divorced,secondary,no,146.0,yes,no,cellular,5.0,aug,419.0,3.0,-1.0,0.0,unknown,yes
38.0,entrepreneur,married,secondary,no,2139.0,yes,no,unknown,9.0,may,576.0,1.0,-1.0,0.0,unknown,no
48.0,housemaid,divorced,primary,no,26.0,yes,no,unknown,12.0,may,311.0,3.0,-1.0,0.0,unknown,no
42.0,blue-collar,married,secondary,no,45371.9671560823,yes,yes,telephone,27.18276012062683,jun,617.0,1.0,251.7874396589485,34.2310169812366,failure,yes
90.21240538138379,blue-collar,married,primary,no,79701.0306444394,no,no,cellular,22.128301171436803,nov,1439.0,47.380054266458416,250.31224787255192,0.0,other,yes
40.0,blue-collar,married,primary,no,572.0,yes,yes,cellular,17.0,apr,171.0,1.0,318.0,1.0,failure,no
29.0,unemployed,married,secondary,no,380.0,no,yes,unknown,12.0,may,154.0,2.0,-1.0,0.0,unknown,no
34.0,admin.,single,primary,yes,75683.10230681587,yes,no,telephone,27.33405190421324,nov,2274.7093539186985,37.69746790072212,93.0,13.308974831743935,success,yes
53.0,admin.,married,tertiary,no,944.0,yes,no,cellular,24.0,feb,128.0,1.0,-1.0,0.0,unknown,no
63.48027944674083,unknown,divorced,tertiary,no,1808.0,yes,yes,telephone,7.0,jul,273.0,2.0,111.93205408776326,42.534539801449874,success,yes
51.0,management,divorced,tertiary,no,1988.0,yes,no,cellular,11.0,jul,67.0,1.0,-1.0,0.0,unknown,no
49.0,technician,married,secondary,no,626.0,yes,no,cellular,25.0,aug,90.0,4.0,-1.0,0.0,unknown,no
34.0,management,married,unknown,yes,54910.389925869385,yes,yes,unknown,1.2401179617720572,feb,2875.6582273517865,42.05069201039474,-1.0,46.265176460297695,success,yes
55.0,housemaid,married,tertiary,no,13946.045505236387,yes,yes,cellular,16.837743813957967,jun,365.0,3.0,597.9463887196677,2.0,failure,yes
38.0,housemaid,divorced,secondary,no,70.0,no,no,cellular,1.0,jun,263.0,1.0,-1.0,0.0,unknown,no
48.0,self-employed,married,secondary,no,-817.0,yes,no,cellular,11.0,jul,175.0,1.0,-1.0,0.0,unknown,no
85.54028300756502,entrepreneur,married,secondary,yes,104.0,yes,yes,cellular,27.56236951601914,jul,2342.3762115381346,48.60700473644215,794.6626597352782,0.0,unknown,yes
46.0,unemployed,single,tertiary,no,44.0,no,no,cellular,14.0,aug,225.0,1.0,-1.0,0.0,unknown,yes
42.0,blue-collar,single,primary,no,-68.0,yes,yes,unknown,26.0,may,167.0,1.0,-1.0,0.0,unknown,no
47.93114673786939,technician,single,secondary,yes,57453.51789461364,yes,yes,cellular,27.0,jan,519.0,23.22933297629425,515.2383852605699,39.08924231316195,unknown,yes
36.0,blue-collar,divorced,secondary,no,64.0,no,no,cellular,8.0,jun,143.0,2.0,-1.0,0.0,unknown,no
42.0,blue-collar,single,primary,no,181.0,yes,no,unknown,29.0,may,118.0,2.0,-1.0,0.0,unknown,no
