age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
55,student,married,tertiary,no,416,yes,no,unknown,12.579524624126714,may,1193,1,-1,0,unknown,yes
32,technician,single,tertiary,no,8047,yes,no,cellular,28,jun,16,1,-1,0,unknown,no
38,technician,single,secondary,no,50,no,no,cellular,29,jun,98,2,-1,0,unknown,no
36,blue-collar,married,unknown,no,733,yes,no,cellular,17,apr,382,2,-1,0,unknown,no
65,services,married,tertiary,no,4717,no,no,cellular,6,mar,256,1,-1,0,unknown,yes
29,blue-collar,divorced,tertiary,no,455,yes,no,cellular,22,may,153722,4,-1,0,unknown,yes
50,technician,married,tertiary,no,1347,yes,no,unknown,12,may,582,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,1421,yes,no,cellular,18,may,209,2,-1,0,unknown,no
48,unemployed,married,secondary,no,1811,yes,no,cellular,31,jul,135,3,-1,0,unknown,no
41,management,single,tertiary,no,120,no,no,cellular,24,mar,81,1,49,3,other,no
41,unemployed,married,secondary,no,277,yes,no,cellular,12,may,152,3,351,2,unknown,no
39,blue-collar,married,secondary,no,1099,no,no,cellular,29,jan,211,2,245,6,unknown,no
56,technician,single,secondary,no,27680.853517277334,no,no,unknown,15,may,875,1,-1,0,other,yes
50,unemployed,married,secondary,no,36221.0,no,no,cellular,21,nov,13,2,-1,0,unknown,no
26,student,divorced,secondary,no,0836991239,yes,no,telephone,1,jan,194,1,119,1,unknown,yes
28,retired,divorced,secondary,no,3,yes,yes,cellular,8.08080,jul,1124,2,-1,0,unknown,yes
36,technician,married,tertiary,no,19,no,no,unknown,5,may,189,2,-1,0,unknown,no
28,student,single,secondary,no,197,yes,no,cellular,12,may,32,1,-1,0,unknown,no
57,admin.,married,tertiary,no,46,no,no,cellular,7,jun,238,2,-1,0,unknown,no
47,technician,single,tertiary,no,2.9,yes,no,cellular,16.474529009316303,mar,518375,2,-1,0,other,yes
32,technician,married,tertiary,no,1,no,no,cellular,18,nov,482,2,-1,0,unknown,yes
45,admin.,married,secondary,no,1435,yes,no,cellular,11,mar,201,1,103,1,unknown,no
44,unemployed,married,primary,no,796,no,no,cellular,14.277303779098682,oct,427,2,-1,2,success,yes
35,technician,divorced,tertiary,no,-3192.8378103194045,no,no,cellular,11,jun,222,3,182,0,success,yes
57,technician,single,secondary,no,4391,no,no,cellular,4,feb,1416,1,301.3391630866652,0,success,yes
46,technician,divorced,secondary,no,-824.0,yes,no,cellular,7,mar,429,3,-1,0,unknown,yes
54.128283838743044,technician,single,secondary,no,3436,yes,no,telephone,21,jan,663,4,-1,0,unknown,yes
56,blue-collar,married,secondary,no,5,no,yes,unknown,5.33978,may,382,2,-1,0,unknown,yes
30,unemployed,divorced,unknown,no,232,yes,no,cellular,26.216446169782838,jul,219,2,91,1,success,yes
36,admin.,single,tertiary,no,649,no,no,cellular,19,nov,224,1,-1,1,other,no
59,blue-collar,married,unknown,no,625,no,no,cellular,9,jul,133,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,11650.0,yes,no,cellular,29,jul,268,1,-1,0,unknown,yes
50,retired,married,tertiary,no,4,yes,no,cellular,11,may,67,1,-1,0,unknown,no
74.16914,blue-collar,married,tertiary,no,1,yes,no,cellular,23,dec,755544,6,203,1,other,yes
42,blue-collar,married,secondary,no,2993,yes,no,unknown,19,may,136,2,-1,0,unknown,no
27,admin.,divorced,secondary,no,112,yes,no,unknown,19,may,104,1,-1,0,unknown,no
56,technician,married,secondary,no,445,no,no,cellular,7,may,59,2,-1,0,unknown,no
43,management,married,tertiary,no,1059,no,no,cellular,1,may,335,2,-1,0,unknown,yes
52,blue-collar,married,secondary,no,2257,yes,no,unknown,14,may,203,1,-1,0,unknown,no
44,blue-collar,married,tertiary,no,4894130752,no,no,cellular,25.47447,sep,248,1,-1,12.993412098222127,unknown,yes
30,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,110,1,-1,1,unknown,yes
52,management,married,tertiary,no,2063,yes,no,cellular,17,nov,114,1,-1,0,unknown,no
44,entrepreneur,single,secondary,no,618,no,no,cellular,12,may,193,1,-1,0,unknown,yes
23.833587964585718,management,single,secondary,no,146,no,no,unknown,30.327718681431083,may,670,1,-1,1,failure,yes
53,technician,married,tertiary,no,480,no,no,cellular,6,jun,648,1,-1,0,unknown,yes
60,unemployed,married,tertiary,no,2351,no,no,cellular,27.666311640177298,mar,80,2,693.0546426599848,2,success,yes
44,technician,married,secondary,no,296,yes,no,unknown,5,may,169,1,-1,0,unknown,no
80,retired,divorced,tertiary,no,8367641213,yes,no,cellular,27.56490,nov,290,1,390,2,other,yes
78.41946,technician,single,tertiary,no,387,yes,no,cellular,20,jun,28,1,82,1,success,yes
43,technician,single,secondary,no,8553648979,no,no,cellular,85,may,704.1183016988559,2,182,0,unknown,yes
32,admin.,married,secondary,no,-540.0,yes,no,unknown,30,may,53,7,-1,0,unknown,no
32,management,single,secondary,no,9865550514,no,no,cellular,29,mar,179,1,-1,2,unknown,yes
50,admin.,married,secondary,no,-195.0,no,no,cellular,22,jun,119,4,-1,0,unknown,no
33,management,divorced,tertiary,no,-2302.2462375234245,no,no,cellular,13,jun,562,1,552.7733027774376,0,other,yes
55,blue-collar,married,unknown,no,3873,no,no,cellular,21,apr,222,1,-1,0,unknown,no
33,unemployed,divorced,tertiary,no,1384899801,no,no,cellular,13,jun,1346,2,186,0,other,yes
27,admin.,married,tertiary,no,174,yes,no,cellular,11,jun,82,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,-61.0,no,no,cellular,29,jan,111,2,-1,1,unknown,no
52,management,divorced,tertiary,no,2952769937,no,no,cellular,8,nov,340,1,-1,1,unknown,yes
60.87860,unemployed,divorced,unknown,no,13107.0,no,no,cellular,29,apr,22,1,774.883151275003,2,unknown,yes
26.92571,management,divorced,secondary,no,4623,no,no,cellular,25,feb,305,2,572.5717847945014,1,success,yes
29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown,no
29,entrepreneur,single,secondary,no,-158.0,yes,no,unknown,7,may,128,2,-1,0,unknown,no
50,management,married,tertiary,no,451,yes,no,cellular,14,may,441,3,-1,0,unknown,no
49,technician,divorced,secondary,no,3394,yes,no,unknown,20,may,14,1,-1,0,unknown,no
47,blue-collar,married,unknown,no,30,no,no,cellular,23,jul,498,2,-1,0,unknown,no
87.75895,retired,married,secondary,no,8593371126,no,no,cellular,4,mar,520,1,98,0,success,yes
49,technician,divorced,secondary,no,3,no,no,cellular,9,dec,854,2,-1,0,success,yes
31,management,single,tertiary,no,6248,yes,no,unknown,9,may,154,2,-1,0,unknown,no
45,technician,married,unknown,no,7685949993,no,no,cellular,9,may,345,1,809.2494384304329,0,success,yes
36,blue-collar,married,unknown,no,795,no,no,cellular,8,jul,215,2,-1,0,unknown,no
41,technician,divorced,tertiary,no,4418,yes,no,cellular,21,nov,855,3,-1,0,unknown,no
48,admin.,married,secondary,no,1096,yes,no,unknown,18,may,213,1,-1,0,unknown,no
40,admin.,single,secondary,no,260,no,no,cellular,13,jun,306,1,664.8915033449438,51.17654995592338,unknown,yes
71.06693,unemployed,single,tertiary,no,8.0,yes,yes,unknown,22.599119086554417,may,1199,1,-1,0,unknown,yes
46,management,divorced,tertiary,no,4917,yes,no,cellular,31,jul,5,2,-1,0,unknown,no
62,management,married,tertiary,no,7458,no,no,cellular,30,oct,212,2,-1,0,unknown,yes
59,retired,divorced,tertiary,no,0,yes,no,cellular,17.04408,jul,493,2,-1,0,unknown,yes
39,blue-collar,married,secondary,no,-16.0,no,no,unknown,29,may,285,2,-1,0,unknown,no
45,unemployed,married,tertiary,no,3195,yes,no,cellular,29.656636924339676,mar,904,2,-1,0,failure,yes
45,unemployed,married,secondary,no,4781412762,no,yes,cellular,30.014427097945227,mar,355,2,390,0,failure,yes
25,admin.,single,tertiary,no,760,yes,no,cellular,27,feb,58,2,-1,0,unknown,no
26,admin.,single,secondary,no,125,no,no,cellular,6,oct,63,1,-1,7,unknown,no
36,technician,single,tertiary,no,15485.0,no,no,cellular,26.005558417723016,mar,855.1895950227195,2,642.179512730827,0,success,yes
38,management,married,tertiary,no,76,yes,no,cellular,7,jul,196,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,-302.0,yes,no,unknown,27,may,78,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,5060,no,no,cellular,9,nov,299,1,-1,0,unknown,yes
32,technician,single,secondary,no,1995,yes,no,cellular,20,apr,121,1,-1,0,unknown,yes
32,management,single,tertiary,no,616,yes,no,cellular,21,nov,186,2,109,1,other,no
49,technician,single,secondary,no,1377,no,no,cellular,5,jun,935,1,-1,0,unknown,no
55,technician,single,secondary,no,1968,yes,no,cellular,11.099154757028533,mar,1817,1,-1,0,failure,yes
44,technician,single,secondary,no,2626,yes,no,unknown,14,may,567,3,-1,0,unknown,no
36,blue-collar,married,tertiary,no,0,yes,no,unknown,2,may,1036,1,-1,0,unknown,no
44,blue-collar,married,tertiary,no,146,yes,no,unknown,15,may,483,1,-1,0,unknown,no
30,management,single,tertiary,no,894,no,no,cellular,12,jun,312,6,-1,0,unknown,no
32,unemployed,divorced,primary,no,129,yes,no,cellular,28,mar,867,2,-1,0,unknown,yes
40,unemployed,single,tertiary,no,1841,yes,yes,cellular,26.13303,may,880,1,-1,0,other,yes
32,entrepreneur,married,secondary,no,54,no,no,unknown,13,may,1234,3,-1,0,unknown,yes
38,admin.,single,secondary,no,626,no,no,cellular,2,may,132,4,-1,0,unknown,no
57,blue-collar,married,tertiary,no,1884,no,no,unknown,28,may,133,4,-1,0,unknown,no
27.561614495280104,management,divorced,tertiary,no,-3713.8631960930143,yes,no,cellular,25.950067611869,mar,18,3,1,2,success,yes
35,unemployed,single,unknown,no,68,no,no,cellular,3,jul,175,1,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,5049779717,no,no,unknown,29.848163396290218,jun,23,3,-1,0,unknown,yes
44,management,single,tertiary,no,6139517318,no,no,cellular,17.697577752629456,may,179,2,69,0,other,yes
28,admin.,single,secondary,no,707,yes,no,cellular,25,may,226,1,-1,0,unknown,yes
91.67483,technician,single,unknown,no,812,yes,yes,cellular,25.66848,mar,2426.97407958212,1,121.74620992336138,0,success,yes
21.196071974599842,management,divorced,unknown,no,461,yes,no,cellular,4.37481,jul,369,1,-1,0,unknown,yes
30,student,single,tertiary,no,0,no,no,cellular,6,feb,10,5,-1,0,unknown,no
38,technician,married,secondary,no,0,yes,no,unknown,6,may,59,3,-1,0,unknown,no
22,entrepreneur,single,secondary,no,395,yes,no,unknown,13,may,70,1,-1,0,unknown,no
23,technician,single,tertiary,no,1129,yes,no,unknown,28,may,806,1,-1,0,unknown,no
34,management,single,secondary,no,524,no,no,cellular,13,aug,9,1,-1,0,unknown,no
35,management,married,tertiary,no,175,yes,no,cellular,7,jun,257,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,-519.0,yes,no,unknown,9,may,442,8,-1,0,unknown,yes
30,technician,married,tertiary,no,-1083.0,yes,no,cellular,6,may,401,1,336,2,unknown,no
33,blue-collar,married,secondary,no,640,yes,no,cellular,3,feb,439,3,-1,0,unknown,no
40,admin.,married,secondary,no,0,yes,no,cellular,9,jul,145,1,-1,0,unknown,no
38,admin.,single,secondary,no,435,no,no,unknown,19,may,117,2,-1,0,unknown,no
58,management,married,tertiary,no,1602,no,no,cellular,21,nov,1032,10,115,3,unknown,no
22,blue-collar,single,secondary,no,-7,yes,no,cellular,17,apr,84,1,343,1,other,no
39,technician,married,secondary,no,328,no,no,unknown,6,may,188,7,-1,0,unknown,no
50,management,married,secondary,no,1458,no,no,cellular,28,jan,92,1,-1,0,unknown,no
58,management,married,secondary,no,-382.0,no,no,cellular,5,feb,398,4,189,0,unknown,no
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,unknown,yes
33,technician,married,tertiary,no,4958,yes,no,unknown,20,may,434,1,-1,0,unknown,no
54,technician,single,tertiary,no,384,no,no,cellular,27,may,200,1,-1,0,unknown,yes
84,retired,divorced,unknown,no,639,no,no,cellular,5.27717,may,353,4,-1,0,unknown,yes
27,technician,single,secondary,no,204,no,no,cellular,28,jul,471,2,-1,0,unknown,yes
30,management,married,tertiary,no,1882,yes,no,cellular,11,jun,249,5,-1,0,unknown,no
32,admin.,single,secondary,no,2817,yes,no,cellular,21,nov,195,1,-1,0,unknown,no
27,entrepreneur,single,tertiary,no,9705692432,no,no,unknown,18,may,391,1,-1,0,success,yes
42,management,married,tertiary,no,251,no,no,cellular,20,jun,413,2,-1,0,unknown,no
32,entrepreneur,single,secondary,no,459,yes,no,unknown,8,may,202,2,-1,0,unknown,no
44,technician,single,tertiary,no,323,no,no,cellular,29,may,332,1,411.6060557725311,2,failure,yes
40,admin.,single,secondary,no,-109.0,yes,no,unknown,6,may,170,1,-1,0,unknown,no
31,technician,married,secondary,no,344,yes,no,unknown,7,may,123,1,-1,0,unknown,no
29,management,married,tertiary,no,1441,yes,no,cellular,4,feb,80,2,-1,0,unknown,yes
25,student,single,secondary,no,3165,no,no,telephone,20,oct,251,2,-1,0,unknown,no
81.24709777901,blue-collar,single,unknown,no,8716527467,no,no,cellular,2,nov,243,2,-1,0,failure,yes
52,technician,married,tertiary,no,2289,yes,no,cellular,21,nov,81,1,-1,0,unknown,no
41,technician,married,secondary,no,-378.0,yes,no,cellular,5,feb,361,1,253,2,unknown,no
45,technician,married,tertiary,no,0,no,no,cellular,21,jun,103,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,154,yes,no,unknown,7,may,1138,1,-1,0,unknown,no
28,management,married,tertiary,no,3516,no,no,cellular,17,jul,232,1,-1,0,unknown,no
30,management,single,tertiary,no,620,yes,no,cellular,30,apr,513,1,-1,0,unknown,no
57,blue-collar,married,unknown,no,5431,yes,no,unknown,6,may,383,1,-1,0,unknown,no
31,management,single,tertiary,no,4319,yes,no,cellular,29,mar,515,2,334,5,unknown,no
30,management,single,tertiary,no,6495,no,no,cellular,30,mar,78,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,1751,no,no,cellular,9,jul,178,2,-1,0,unknown,no
27,technician,single,secondary,no,643,no,no,cellular,13,jul,317,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,534,no,no,cellular,27,jun,104,6,-1,0,unknown,no
38,admin.,single,secondary,no,-213.0,yes,no,cellular,4,feb,519,1,-1,0,unknown,no
34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure,yes
56,technician,divorced,secondary,no,146,yes,no,cellular,5,mar,419,3,-1,0,unknown,yes
38,retired,married,secondary,no,2139,yes,no,unknown,9,may,576,1,-1,0,unknown,no
48,technician,divorced,unknown,no,26,yes,no,unknown,12,may,311,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,1.9,no,no,unknown,27.18276,may,617,1,251.7874396589485,0,failure,yes
90.21240,blue-collar,single,tertiary,no,1.0,no,yes,cellular,22.128301171436803,nov,1439,2,-1,0,other,yes
40,blue-collar,married,unknown,no,572,yes,no,cellular,17,apr,171,1,318,1,unknown,no
29,unemployed,married,secondary,no,380,no,no,unknown,12,may,154,2,-1,0,unknown,no
34,technician,single,unknown,no,0230681587,yes,no,cellular,27.33405,nov,286985,2,-1,0,success,yes
53,admin.,married,tertiary,no,944,yes,no,cellular,24,feb,128,1,-1,0,unknown,no
63.48027,technician,divorced,tertiary,no,1808,no,no,cellular,7,jul,273,2,111.93205408776326,42.534539801449874,success,yes
51,management,divorced,tertiary,no,1988,yes,no,cellular,11,jul,67,1,-1,0,unknown,no
49,technician,married,secondary,no,626,yes,no,cellular,25,jun,90,4,-1,0,unknown,no
34,management,single,secondary,no,5,yes,no,cellular,96,feb,817865,1,-1,0,success,yes
55,blue-collar,married,secondary,no,1,yes,no,cellular,16.837743813957967,may,365,3,597.9463887196677,2,failure,yes
38,blue-collar,divorced,secondary,no,70,no,no,cellular,1,may,263,1,-1,0,unknown,no
48,technician,married,secondary,no,-817.0,yes,no,cellular,11,jul,175,1,-1,0,unknown,no
45,retired,single,unknown,no,104,no,no,cellular,27.56236,jul,381346,2,-1,0,unknown,yes
46,unemployed,single,tertiary,no,44,no,no,cellular,14,jun,225,1,-1,0,unknown,yes
42,blue-collar,single,unknown,no,-68.0,yes,no,unknown,26,may,167,1,-1,0,unknown,no
32,technician,single,primary,no,1789461364,no,no,cellular,27,aug,519,2,-1,0,unknown,yes
36,blue-collar,divorced,secondary,no,64,no,no,cellular,8,may,143,2,-1,0,unknown,no
42,blue-collar,single,unknown,no,181,yes,no,unknown,29,may,118,2,-1,0,unknown,no
30,technician,single,tertiary,no,432,yes,no,cellular,2,feb,402,1,-1,0,unknown,no
36,management,single,secondary,no,2807284462,no,no,telephone,17,aug,3253,1,182.48331355896772,0,unknown,yes
26,technician,single,secondary,no,1231,yes,no,cellular,3,may,385,2,96,0,unknown,yes
42,blue-collar,single,secondary,no,625,no,no,unknown,19,may,651,3,-1,0,unknown,yes
36,technician,married,tertiary,no,3593397076,yes,no,unknown,15,may,754047,1,-1,1,success,yes
28,technician,single,secondary,no,21760.764031266826,no,no,cellular,5,nov,196,2,-1,0,unknown,yes
51,management,single,tertiary,no,-461.0,yes,no,unknown,28,may,33,2,-1,0,unknown,no
70,retired,divorced,unknown,no,4531,no,no,cellular,18,may,445,1,-1,0,unknown,no
57,management,married,tertiary,no,-226.0,yes,no,unknown,4,may,272,1,-1,0,unknown,no
30,technician,single,tertiary,no,800,no,no,unknown,6,may,95,2,-1,0,unknown,no
40,blue-collar,married,tertiary,no,69,yes,no,cellular,17,nov,375,1,-1,0,unknown,no
70.52386,technician,married,secondary,no,-3155.7482279424457,no,no,telephone,31,jun,1721,1,-1,0,unknown,yes
54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,no
58,technician,married,secondary,no,-4704.168206344597,no,no,cellular,10,may,511,1,183,6,other,yes
32,blue-collar,married,secondary,no,0,yes,no,unknown,28,may,219,3,-1,0,unknown,no
26,blue-collar,single,tertiary,no,12,yes,no,cellular,14,may,563,2,-1,0,unknown,yes
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,mar,267,1,474,1,unknown,yes
62.17538,management,single,tertiary,no,9500634953,no,no,cellular,7,mar,781945,9,-1,0,unknown,yes
50,technician,married,tertiary,no,3370,no,no,cellular,21,mar,531,1,-1,0,unknown,yes
36,technician,married,tertiary,no,2803727716,yes,no,cellular,15,jun,796,1,-1,0,unknown,yes
73.99997,technician,single,tertiary,no,9.5,yes,no,cellular,30,apr,227,1,-1,0,success,yes
66,retired,married,secondary,no,747,no,no,telephone,28,jan,203,3,93,1,unknown,no
36,blue-collar,married,tertiary,no,-255.0,yes,no,unknown,16,may,187,2,-1,0,unknown,no
62,blue-collar,single,primary,no,7820088145,yes,no,cellular,7,mar,799916,1,495,1,other,yes
35,blue-collar,married,secondary,no,520,yes,no,cellular,17,apr,476,1,-1,0,unknown,no
42,management,divorced,secondary,no,7702,no,no,cellular,16,feb,138,2,-1,0,unknown,yes
30,blue-collar,single,secondary,no,435,yes,no,unknown,23,may,128,1,-1,0,unknown,no
34,admin.,married,secondary,no,444,yes,no,cellular,11,jul,173,2,-1,0,unknown,no
49,technician,married,tertiary,no,3726,no,no,cellular,5,jun,875,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,386,no,no,cellular,12,nov,253,1,-1,4,unknown,yes
32,blue-collar,married,secondary,no,-1,yes,no,unknown,9,may,653,1,-1,0,unknown,yes
34,technician,married,secondary,no,65,yes,no,unknown,8,may,63,3,-1,0,unknown,no
61,technician,divorced,tertiary,no,1,yes,no,cellular,3.53868,mar,345637,3,183,0,success,yes
40,management,married,secondary,no,9047,yes,no,cellular,21,nov,527,1,95,2,other,no
36,unemployed,single,tertiary,no,-6065.049694925548,no,no,cellular,25.759190758323047,mar,687,7,-1,0,success,yes
47,blue-collar,married,tertiary,no,61,yes,no,unknown,30,may,212,4,-1,0,unknown,no
46,management,single,secondary,no,23017.690945401973,no,no,unknown,18,may,716,1,-1,0,other,yes
42,technician,single,secondary,no,417,no,no,cellular,21,jul,177,1,-1,0,unknown,no
30,management,married,tertiary,no,527,yes,no,unknown,21,may,265,1,-1,0,unknown,no
32,management,single,secondary,no,8535,no,no,unknown,18,may,393,2,227,0,failure,yes
30,blue-collar,divorced,unknown,no,459,yes,no,cellular,18,jul,494,1,-1,0,unknown,yes
50,blue-collar,married,unknown,no,0,no,no,cellular,11,jun,72,5,-1,0,unknown,no
27,technician,single,tertiary,no,970,yes,no,cellular,13,feb,55,2,-1,0,unknown,no
35,blue-collar,married,unknown,no,414,no,no,unknown,13,may,504,4,-1,0,unknown,yes
62,management,married,tertiary,no,1104872088,no,no,cellular,17,mar,196,2,-1,0,unknown,yes
31,technician,divorced,tertiary,no,2,no,no,cellular,4,may,293,1,-1,35.0500063555032,unknown,yes
52,retired,single,tertiary,no,2269,yes,no,cellular,13,jun,1210,4,-1,26.703852561715426,success,yes
37,housemaid,single,unknown,no,199,yes,no,cellular,10,jul,186,1,-1,0,unknown,no
75.92128,technician,single,unknown,no,1867824381,no,no,unknown,21,may,403,1,-1,6,other,yes
28,entrepreneur,single,secondary,no,198,no,no,cellular,7,jul,159,1,-1,0,unknown,no
33,blue-collar,married,unknown,no,1064,yes,no,cellular,7,apr,311,1,330,1,unknown,no
25,unemployed,divorced,secondary,no,5505324079,yes,yes,telephone,18.060772879926382,jan,173,2,92,0,failure,yes
46,retired,single,secondary,no,122,no,no,cellular,6,feb,1047,2,1,7,unknown,no
63,technician,divorced,tertiary,no,454455,yes,no,cellular,25,feb,29,2,-1,1,unknown,yes
34.723377957912504,technician,married,secondary,no,8468368504,no,no,cellular,14,oct,585,1,182,3,success,yes
88.72283,student,married,unknown,no,2519549375,no,no,cellular,20,mar,321,1,307.05221472983214,0,failure,yes
36,retired,married,secondary,no,2,yes,no,telephone,13,jul,606096,2,-1,0,unknown,yes
29,blue-collar,married,secondary,no,19,yes,no,cellular,29,jul,327,6,-1,0,unknown,no
42,blue-collar,single,unknown,no,686,yes,no,cellular,15,may,1326,6,175,3,unknown,no
63.739995451900484,unemployed,married,secondary,no,3842,no,no,unknown,1,may,215,1,267.9958084517954,0,success,yes
30,technician,single,secondary,no,0,no,no,cellular,22,jun,79,5,-1,0,unknown,no
21,blue-collar,married,tertiary,no,682,yes,yes,cellular,14.53125,mar,266,2,-1,0,unknown,yes
51,admin.,married,tertiary,no,4655,no,no,unknown,20,may,44,4,-1,0,unknown,no
35,management,married,tertiary,no,1473,yes,no,cellular,16,apr,176,3,-1,0,unknown,no
44,blue-collar,single,unknown,no,343,yes,no,cellular,18,may,19,7,-1,0,unknown,no
51,admin.,married,tertiary,no,0,yes,no,cellular,8,mar,124,2,-1,0,unknown,yes
32,technician,married,secondary,no,1942,yes,no,unknown,30,may,84,9,-1,0,unknown,no
53,management,married,secondary,no,66,no,no,cellular,8,jul,141,1,-1,0,unknown,no
39,technician,single,tertiary,no,285,no,no,cellular,19,jun,284,2,-1,0,unknown,no
32.01213194318,blue-collar,single,secondary,no,668,no,no,cellular,15,apr,1263,11.08519126471846,-1,0,other,yes
69,admin.,married,tertiary,no,74,no,no,unknown,29,may,417,1,184,4,other,yes
44,technician,married,secondary,no,7876,yes,no,cellular,20,nov,212,1,101,2,unknown,no
87.71623,blue-collar,single,tertiary,no,2,no,no,cellular,15.223871207133673,mar,310,1,-1,0,other,yes
32,technician,single,secondary,no,985,yes,no,cellular,15.624367635639782,jun,304,4,94,2,success,yes
38,management,married,tertiary,no,119,yes,no,unknown,13,may,568,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,520,no,no,cellular,20,may,458,1,17,5,unknown,yes
