age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
26.0,admin.,married,secondary,no,125.0,yes,no,cellular,6.0,oct,63.0,1.0,63.0,7.0,<nil>,no
36.0,technician,married,secondary,no,15485.0,yes,no,cellular,26.005558417723016,jul,855.1895950227195,35.61894608640061,642.179512730827,0.0,<nil>,yes
38.0,management,married,secondary,no,76.0,yes,no,cellular,7.0,jul,196.0,3.0,-1.0,0.0,<nil>,no
45.0,blue-collar,married,secondary,no,-302.0,yes,no,cellular,27.0,jul,78.0,1.0,-1.0,0.0,<nil>,no
40.0,blue-collar,married,secondary,no,5060.0,yes,no,cellular,9.0,jul,299.0,1.0,-1.0,0.0,<nil>,yes
32.0,technician,married,secondary,no,1995.0,yes,<nil>,cellular,20.0,apr,121.0,1.0,-1.0,0.0,<nil>,yes
32.0,management,married,secondary,no,616.0,yes,no,cellular,21.0,nov,186.0,2.0,109.0,1.0,<nil>,no
49.0,blue-collar,married,secondary,no,1377.0,yes,no,cellular,5.0,jul,935.0,1.0,-1.0,0.0,<nil>,no
61.85058996155077,self-employed,married,secondary,<nil>,1968.0,yes,no,cellular,11.099154757028533,mar,1817.0,26.65105578245501,-1.0,20.95092578817265,<nil>,yes
44.0,blue-collar,married,<nil>,no,2626.0,yes,no,cellular,14.0,jul,567.0,3.0,-1.0,0.0,<nil>,no
36.0,services,married,secondary,no,0.0,yes,no,cellular,2.0,jun,1036.0,1.0,-1.0,0.0,<nil>,no
44.0,blue-collar,married,secondary,no,146.0,yes,no,cellular,15.0,jul,483.0,1.0,-1.0,0.0,<nil>,no
30.0,management,married,secondary,no,894.0,yes,no,cellular,12.0,jul,312.0,6.0,-1.0,0.0,<nil>,no
77.92151970988995,unemployed,married,secondary,no,129.0,yes,no,cellular,28.0,jul,867.0,7.05750240451642,-1.0,16.626902267853595,<nil>,yes
40.0,student,married,secondary,no,1841.0,yes,no,cellular,26.13303238459497,jul,880.0,30.372754957061808,-1.0,0.0,<nil>,yes
32.0,services,married,secondary,no,5477.622091244795,yes,no,cellular,3.658808833520184,jul,1234.0,3.0,395.031688266012,47.56197810694953,<nil>,yes
38.0,admin.,married,secondary,no,626.0,yes,no,cellular,2.0,jul,132.0,4.0,-1.0,0.0,<nil>,no
57.0,unknown,married,<nil>,<nil>,1884.0,yes,no,cellular,28.0,jul,133.0,4.0,-1.0,0.0,<nil>,no
27.561614495280104,management,married,secondary,no,-3713.8631960930143,<nil>,no,cellular,25.950067611869,aug,1810.479393153987,3.0,1.0,2.0,<nil>,yes
35.0,unemployed,married,secondary,no,68.0,yes,no,cellular,3.0,jul,175.0,1.0,-1.0,0.0,<nil>,no
41.0,blue-collar,married,secondary,no,38303.15049779717,yes,no,cellular,29.84816339629021,jul,2345.154624481938,3.0,-1.0,36.23026357141715,<nil>,yes
42.71399869957439,management,married,secondary,no,37721.56139517318,yes,no,cellular,17.697577752629456,jun,179.0,32.442494209847105,69.0,28.344703975735825,<nil>,yes
28.0,<nil>,married,secondary,no,707.0,yes,no,cellular,25.0,jul,226.0,1.0,-1.0,0.0,<nil>,yes
91.67483299330772,admin.,married,<nil>,no,812.0,yes,no,cellular,25.66848945960408,jul,2426.97407958212,19.53372351588456,121.74620992336138,0.0,<nil>,yes
21.19607197459984,management,married,secondary,no,461.0,yes,no,cellular,4.374811801569148,jul,369.0,45.11721822262719,-1.0,6.3664404516812265,<nil>,yes
30.0,management,married,secondary,no,0.0,yes,no,cellular,6.0,jul,10.0,5.0,-1.0,0.0,<nil>,no
38.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,6.0,may,59.0,3.0,-1.0,0.0,<nil>,no
22.0,services,married,secondary,no,395.0,yes,no,cellular,13.0,jul,70.0,1.0,-1.0,0.0,<nil>,no
23.0,technician,married,secondary,no,1129.0,yes,no,cellular,28.0,jul,806.0,1.0,-1.0,0.0,<nil>,no
34.0,management,married,secondary,no,524.0,yes,no,cellular,13.0,jul,9.0,1.0,-1.0,0.0,<nil>,no
35.0,blue-collar,married,secondary,no,175.0,yes,no,cellular,7.0,jul,257.0,2.0,-1.0,0.0,<nil>,no
52.0,blue-collar,married,secondary,no,-519.0,yes,no,cellular,9.0,jul,442.0,8.0,-1.0,0.0,<nil>,yes
30.0,self-employed,married,secondary,no,-1083.0,yes,no,cellular,6.0,jul,401.0,1.0,336.0,2.0,<nil>,no
33.0,blue-collar,married,secondary,no,640.0,yes,no,cellular,3.0,jul,439.0,3.0,-1.0,0.0,<nil>,no
40.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,9.0,jul,145.0,1.0,-1.0,0.0,<nil>,no
38.0,admin.,married,secondary,no,435.0,yes,no,cellular,19.0,jul,117.0,2.0,-1.0,0.0,<nil>,no
58.0,management,married,secondary,no,1602.0,yes,no,cellular,21.0,jul,1032.0,10.0,115.0,3.0,<nil>,no
22.0,<nil>,married,secondary,no,-7.0,yes,no,cellular,17.0,jul,84.0,1.0,343.0,1.0,<nil>,no
39.0,technician,married,secondary,no,328.0,yes,no,cellular,6.0,jul,188.0,7.0,-1.0,0.0,<nil>,no
50.0,management,married,secondary,no,1458.0,yes,no,cellular,28.0,jul,92.0,1.0,-1.0,0.0,<nil>,no
58.0,management,married,secondary,no,-382.0,yes,no,cellular,5.0,jul,398.0,4.0,189.0,12.0,<nil>,no
37.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,21.0,jul,146.0,4.0,-1.0,0.0,<nil>,yes
33.0,management,married,secondary,no,4958.0,yes,no,cellular,20.0,jul,434.0,1.0,-1.0,0.0,<nil>,no
54.0,self-employed,married,secondary,no,384.0,yes,no,cellular,27.0,jul,200.0,1.0,-1.0,0.0,<nil>,yes
84.0,retired,married,secondary,no,639.0,<nil>,no,cellular,5.277177275478685,jul,353.0,41.5172438373578,-1.0,47.35516292541345,<nil>,yes
27.0,technician,married,secondary,no,204.0,yes,no,cellular,28.0,jul,471.0,2.0,-1.0,0.0,<nil>,yes
30.0,blue-collar,married,secondary,no,1882.0,yes,no,cellular,11.0,jul,249.0,5.0,-1.0,0.0,<nil>,no
32.0,admin.,married,secondary,no,2817.0,yes,no,cellular,21.0,nov,195.0,1.0,-1.0,0.0,<nil>,no
27.0,services,married,secondary,no,62587.29705692432,yes,no,cellular,18.0,jul,391.0,26.111853695191048,378.6394557317352,22.41084973211154,<nil>,yes
42.0,management,married,secondary,no,251.0,yes,no,<nil>,20.0,aug,413.0,2.0,-1.0,0.0,<nil>,no
32.0,services,married,secondary,no,459.0,yes,no,cellular,8.0,jul,202.0,2.0,-1.0,0.0,<nil>,no
44.0,unknown,married,secondary,no,323.0,yes,no,cellular,12.621977243473326,jul,332.0,13.483448829983177,411.6060557725311,2.0,<nil>,yes
40.0,admin.,married,secondary,no,-109.0,yes,no,cellular,6.0,jul,170.0,1.0,-1.0,0.0,<nil>,no
31.0,technician,married,secondary,no,344.0,yes,no,cellular,7.0,jul,123.0,1.0,-1.0,0.0,<nil>,no
29.0,management,married,secondary,no,1441.0,yes,no,cellular,4.0,jul,80.0,2.0,-1.0,0.0,<nil>,yes
25.0,student,married,secondary,no,3165.0,yes,no,cellular,20.0,may,251.0,2.0,-1.0,0.0,<nil>,no
81.2470977790199,services,married,secondary,no,55338.78716527467,<nil>,no,cellular,2.0,nov,243.0,46.40855227222372,559.4296889506296,24.30724901527877,<nil>,yes
52.0,self-employed,married,secondary,no,2289.0,<nil>,<nil>,cellular,21.0,jul,81.0,1.0,-1.0,0.0,<nil>,no
41.0,blue-collar,married,secondary,no,-378.0,yes,no,cellular,5.0,jul,361.0,1.0,253.0,2.0,<nil>,no
45.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,21.0,jul,103.0,2.0,-1.0,0.0,<nil>,no
45.0,blue-collar,married,secondary,no,154.0,yes,no,cellular,7.0,jul,1138.0,1.0,-1.0,0.0,<nil>,no
28.0,blue-collar,married,secondary,no,3516.0,yes,no,cellular,17.0,jul,232.0,1.0,-1.0,0.0,<nil>,no
30.0,management,married,secondary,no,620.0,yes,no,cellular,30.0,apr,513.0,1.0,-1.0,0.0,<nil>,no
57.0,blue-collar,married,secondary,no,5431.0,yes,no,cellular,6.0,jul,383.0,1.0,-1.0,0.0,<nil>,no
31.0,management,married,secondary,no,4319.0,yes,no,cellular,29.0,jul,515.0,2.0,334.0,5.0,<nil>,no
30.0,management,married,secondary,no,6495.0,<nil>,no,cellular,30.0,mar,78.0,3.0,-1.0,0.0,<nil>,no
39.0,blue-collar,married,secondary,no,1751.0,yes,no,cellular,9.0,jul,178.0,2.0,-1.0,0.0,<nil>,no
27.0,self-employed,married,secondary,<nil>,643.0,yes,no,cellular,13.0,jul,317.0,1.0,-1.0,0.0,<nil>,yes
45.0,blue-collar,married,secondary,no,534.0,<nil>,no,cellular,27.0,jul,104.0,6.0,-1.0,0.0,<nil>,no
38.0,blue-collar,married,secondary,<nil>,-213.0,yes,no,cellular,4.0,jul,519.0,1.0,-1.0,0.0,<nil>,no
66.97124901935075,<nil>,married,<nil>,no,16414.195850255885,yes,no,<nil>,8.583677672430563,jul,485.0,39.825898087479885,227.0,40.3299379252036,<nil>,yes
56.0,<nil>,married,secondary,no,146.0,yes,no,cellular,5.0,jul,419.0,3.0,-1.0,0.0,<nil>,yes
38.0,blue-collar,married,secondary,no,2139.0,yes,no,cellular,9.0,jul,576.0,1.0,-1.0,0.0,<nil>,no
48.0,housemaid,married,secondary,no,26.0,yes,no,cellular,12.0,jul,311.0,3.0,-1.0,0.0,<nil>,no
42.0,blue-collar,married,secondary,no,45371.9671560823,yes,no,cellular,27.18276012062683,jul,617.0,1.0,251.7874396589485,34.2310169812366,<nil>,yes
90.2124053813838,blue-collar,married,secondary,no,79701.0306444394,yes,no,cellular,22.128301171436803,jul,1439.0,47.380054266458416,250.31224787255192,0.0,<nil>,yes
40.0,blue-collar,married,secondary,no,572.0,yes,no,cellular,17.0,jul,171.0,1.0,318.0,1.0,<nil>,no
29.0,unemployed,married,secondary,no,380.0,yes,no,cellular,12.0,jul,154.0,2.0,-1.0,0.0,<nil>,no
34.0,admin.,married,secondary,no,75683.10230681587,yes,no,cellular,27.33405190421324,jul,2274.7093539186985,37.69746790072212,93.0,13.308974831743935,<nil>,yes
53.0,admin.,married,secondary,<nil>,944.0,yes,no,cellular,24.0,jul,128.0,1.0,-1.0,0.0,<nil>,no
63.48027944674083,management,married,secondary,no,1808.0,yes,no,cellular,7.0,jul,273.0,2.0,111.93205408776326,42.534539801449874,<nil>,yes
51.0,management,married,<nil>,no,1988.0,yes,no,cellular,11.0,jul,67.0,1.0,-1.0,0.0,<nil>,no
49.0,technician,married,secondary,no,626.0,yes,no,cellular,25.0,jul,90.0,4.0,-1.0,0.0,<nil>,no
34.0,management,married,secondary,no,54910.389925869385,yes,no,cellular,1.2401179617720572,jul,2875.6582273517865,42.05069201039474,-1.0,46.265176460297695,<nil>,yes
55.0,housemaid,married,secondary,no,13946.045505236389,yes,no,cellular,16.837743813957967,jul,365.0,3.0,597.9463887196677,2.0,<nil>,yes
38.0,housemaid,married,secondary,no,70.0,yes,no,cellular,1.0,jul,263.0,1.0,-1.0,0.0,<nil>,no
48.0,self-employed,married,secondary,no,-817.0,yes,no,cellular,11.0,jul,175.0,1.0,-1.0,0.0,<nil>,no
